f.131176.0.0	Source of report of H32 (chorioretinal disorders in diseases classified elsewhere)
f.131178.0.0	Source of report of H33 (retinal detachments and breaks)
f.131180.0.0	Source of report of H34 (retinal vascular occlusions)
f.131182.0.0	Source of report of H35 (other retinal disorders)
f.131184.0.0	Source of report of H36 (retinal disorders in diseases classified elsewhere)
f.131186.0.0	Source of report of H40 (glaucoma)
f.131188.0.0	Source of report of H42 (glaucoma in diseases classified elsewhere)
f.131190.0.0	Source of report of H43 (disorders of vitreous body)
f.131192.0.0	Source of report of H44 (disorders of globe)
f.131194.0.0	Source of report of H45 (disorders of vitreous body and globe in diseases classified elsewhere)
f.131196.0.0	Source of report of H46 (optic neuritis)
f.131198.0.0	Source of report of H47 (other disorders of optic [2nd] nerve and visual pathways)
f.131200.0.0	Source of report of H48 (disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere)
f.131202.0.0	Source of report of H49 (paralytic strabismus)
f.131204.0.0	Source of report of H50 (other strabismus)
f.131206.0.0	Source of report of H51 (other disorders of binocular movement)
f.131208.0.0	Source of report of H52 (disorders of refraction and accommodation)
f.131210.0.0	Source of report of H53 (visual disturbances)
f.131212.0.0	Source of report of H54 (blindness and low vision)
f.131214.0.0	Source of report of H55 (nystagmus and other irregular eye movements)
f.131216.0.0	Source of report of H57 (other disorders of eye and adnexa)
f.131218.0.0	Source of report of H58 (other disorders of eye and adnexa in diseases classified elsewhere)
f.131220.0.0	"Source of report of H59 (postprocedural disorders of eye and adnexa, not elsewhere classified)"
f.131222.0.0	Source of report of H60 (otitis externa)
f.131224.0.0	Source of report of H61 (other disorders of external ear)
f.131226.0.0	Source of report of H62 (disorders of external ear in diseases classified elsewhere)
f.131228.0.0	Source of report of H65 (nonsuppurative otitis media)
f.131230.0.0	Source of report of H66 (suppurative and unspecified otitis media)
f.131232.0.0	Source of report of H67 (otitis media in diseases classified elsewhere)
f.131234.0.0	Source of report of H68 (eustachian salpingitis and obstruction)
f.131236.0.0	Source of report of H69 (other disorders of eustachian tube)
f.131238.0.0	Source of report of H70 (mastoiditis and related conditions)
f.131240.0.0	Source of report of H71 (cholesteatoma of middle ear)
f.131242.0.0	Source of report of H72 (perforation of tympanic membrane)
f.131244.0.0	Source of report of H73 (other disorders of tympanic membrane)
f.131246.0.0	Source of report of H74 (other disorders of middle ear and mastoid)
f.131248.0.0	Source of report of H75 (other disorders of middle ear and mastoid in diseases classified elsewhere)
f.131250.0.0	Source of report of H80 (otosclerosis)
f.131252.0.0	Source of report of H81 (disorders of vestibular function)
f.131254.0.0	Source of report of H82 (vertiginous syndromes in diseases classified elsewhere)
f.131256.0.0	Source of report of H83 (other diseases of inner ear)
f.131258.0.0	Source of report of H90 (conductive and sensorineural hearing loss)
f.131260.0.0	Source of report of H91 (other hearing loss)
f.131262.0.0	Source of report of H92 (otalgia and effusion of ear)
f.131264.0.0	"Source of report of H93 (other disorders of ear, not elsewhere classified)"
f.131266.0.0	Source of report of H94 (other disorders of ear in diseases classified elsewhere)
f.131268.0.0	"Source of report of H95 (postprocedural disorders of ear and mastoid process, not elsewhere classified)"
f.131270.0.0	Source of report of I00 (rheumatic fever without mention of heart involvement)
f.131272.0.0	Source of report of I01 (rheumatic fever with heart involvement)
f.131274.0.0	Source of report of I02 (rheumatic chorea)
f.131276.0.0	Source of report of I05 (rheumatic mitral valve diseases)
f.131278.0.0	Source of report of I06 (rheumatic aortic valve diseases)
f.131280.0.0	Source of report of I07 (rheumatic tricuspid valve diseases)
f.131282.0.0	Source of report of I08 (multiple valve diseases)
f.131284.0.0	Source of report of I09 (other rheumatic heart diseases)
f.131286.0.0	Source of report of I10 (essential (primary) hypertension)
f.131288.0.0	Source of report of I11 (hypertensive heart disease)
f.131290.0.0	Source of report of I12 (hypertensive renal disease)
f.131292.0.0	Source of report of I13 (hypertensive heart and renal disease)
f.131294.0.0	Source of report of I15 (secondary hypertension)
f.131296.0.0	Source of report of I20 (angina pectoris)
f.131298.0.0	Source of report of I21 (acute myocardial infarction)
f.131300.0.0	Source of report of I22 (subsequent myocardial infarction)
f.131302.0.0	Source of report of I23 (certain current complications following acute myocardial infarction)
f.131304.0.0	Source of report of I24 (other acute ischaemic heart diseases)
f.131306.0.0	Source of report of I25 (chronic ischaemic heart disease)
f.131308.0.0	Source of report of I26 (pulmonary embolism)
f.131310.0.0	Source of report of I27 (other pulmonary heart diseases)
f.131312.0.0	Source of report of I28 (other diseases of pulmonary vessels)
f.131314.0.0	Source of report of I30 (acute pericarditis)
f.131316.0.0	Source of report of I31 (other diseases of pericardium)
f.131318.0.0	Source of report of I32 (pericarditis in diseases classified elsewhere)
f.131320.0.0	Source of report of I33 (acute and subacute endocarditis)
f.131322.0.0	Source of report of I34 (nonrheumatic mitral valve disorders)
f.131324.0.0	Source of report of I35 (nonrheumatic aortic valve disorders)
f.131326.0.0	Source of report of I36 (nonrheumatic tricuspid valve disorders)
f.131328.0.0	Source of report of I37 (pulmonary valve disorders)
f.131330.0.0	"Source of report of I38 (endocarditis, valve unspecified)"
f.131332.0.0	Source of report of I39 (endocarditis and heart valve disorders in diseases classified elsewhere)
f.131334.0.0	Source of report of I40 (acute myocarditis)
f.131336.0.0	Source of report of I41 (myocarditis in diseases classified elsewhere)
f.131338.0.0	Source of report of I42 (cardiomyopathy)
f.131340.0.0	Source of report of I43 (cardiomyopathy in diseases classified elsewhere)
f.131342.0.0	Source of report of I44 (atrioventricular and left bundle-branch block)
f.131344.0.0	Source of report of I45 (other conduction disorders)
f.131346.0.0	Source of report of I46 (cardiac arrest)
f.131348.0.0	Source of report of I47 (paroxysmal tachycardia)
f.131350.0.0	Source of report of I48 (atrial fibrillation and flutter)
f.131352.0.0	Source of report of I49 (other cardiac arrhythmias)
f.131354.0.0	Source of report of I50 (heart failure)
f.131356.0.0	Source of report of I51 (complications and ill-defined descriptions of heart disease)
f.131358.0.0	Source of report of I52 (other heart disorders in diseases classified elsewhere)
f.131360.0.0	Source of report of I60 (subarachnoid haemorrhage)
f.131362.0.0	Source of report of I61 (intracerebral haemorrhage)
f.131364.0.0	Source of report of I62 (other nontraumatic intracranial haemorrhage)
f.131366.0.0	Source of report of I63 (cerebral infarction)
f.131368.0.0	"Source of report of I64 (stroke, not specified as haemorrhage or infarction)"
f.131370.0.0	"Source of report of I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)"
f.131372.0.0	"Source of report of I66 (occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction)"
f.131374.0.0	Source of report of I67 (other cerebrovascular diseases)
f.131376.0.0	Source of report of I68 (cerebrovascular disorders in diseases classified elsewhere)
f.131378.0.0	Source of report of I69 (sequelae of cerebrovascular disease)
f.131380.0.0	Source of report of I70 (atherosclerosis)
f.131382.0.0	Source of report of I71 (aortic aneurysm and dissection)
f.131384.0.0	Source of report of I72 (other aneurysm)
f.131386.0.0	Source of report of I73 (other peripheral vascular diseases)
f.131388.0.0	Source of report of I74 (arterial embolism and thrombosis)
f.131390.0.0	Source of report of I77 (other disorders of arteries and arterioles)
f.131392.0.0	Source of report of I78 (diseases of capillaries)
f.131394.0.0	"Source of report of I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)"
f.131396.0.0	Source of report of I80 (phlebitis and thrombophlebitis)
f.131398.0.0	Source of report of I81 (portal vein thrombosis)
f.131400.0.0	Source of report of I82 (other venous embolism and thrombosis)
f.131402.0.0	Source of report of I83 (varicose veins of lower extremities)
f.131404.0.0	Source of report of I84 (haemorrhoids)
f.131406.0.0	Source of report of I85 (oesophageal varices)
f.131408.0.0	Source of report of I86 (varicose veins of other sites)
f.131410.0.0	Source of report of I87 (other disorders of veins)
f.131412.0.0	Source of report of I88 (nonspecific lymphadenitis)
f.131414.0.0	Source of report of I89 (other non-infective disorders of lymphatic vessels and lymph nodes)
f.131416.0.0	Source of report of I95 (hypotension)
f.131418.0.0	"Source of report of I97 (postprocedural disorders of circulatory system, not elsewhere classified)"
f.131420.0.0	Source of report of I98 (other disorders of circulatory system in diseases classified elsewhere)
f.131422.0.0	Source of report of I99 (other and unspecified disorders of circulatory system)
f.131424.0.0	Source of report of J00 (acute nasopharyngitis [common cold])
f.131426.0.0	Source of report of J01 (acute sinusitis)
f.131428.0.0	Source of report of J02 (acute pharyngitis)
f.131430.0.0	Source of report of J03 (acute tonsillitis)
f.131432.0.0	Source of report of J04 (acute laryngitis and tracheitis)
f.131434.0.0	Source of report of J05 (acute obstructive laryngitis [croup] and epiglottitis)
f.131436.0.0	Source of report of J06 (acute upper respiratory infections of multiple and unspecified sites)
f.131438.0.0	Source of report of J09 (influenza due to certain identified influenza virus)
f.131440.0.0	Source of report of J10 (influenza due to identified influenza virus)
f.131442.0.0	"Source of report of J11 (influenza, virus not identified)"
f.131444.0.0	"Source of report of J12 (viral pneumonia, not elsewhere classified)"
f.131446.0.0	Source of report of J13 (pneumonia due to streptococcus pneumoniae)
f.131448.0.0	Source of report of J14 (pneumonia due to haemophilus influenzae)
f.131450.0.0	"Source of report of J15 (bacterial pneumonia, not elsewhere classified)"
f.131452.0.0	"Source of report of J16 (pneumonia due to other infectious organisms, not elsewhere classified)"
f.131454.0.0	Source of report of J17 (pneumonia in diseases classified elsewhere)
f.131456.0.0	"Source of report of J18 (pneumonia, organism unspecified)"
f.131458.0.0	Source of report of J20 (acute bronchitis)
f.131460.0.0	Source of report of J21 (acute bronchiolitis)
f.131462.0.0	Source of report of J22 (unspecified acute lower respiratory infection)
f.131464.0.0	Source of report of J30 (vasomotor and allergic rhinitis)
f.131466.0.0	"Source of report of J31 (chronic rhinitis, nasopharyngitis and pharyngitis)"
f.131468.0.0	Source of report of J32 (chronic sinusitis)
f.131470.0.0	Source of report of J33 (nasal polyp)
f.131472.0.0	Source of report of J34 (other disorders of nose and nasal sinuses)
f.131474.0.0	Source of report of J35 (chronic diseases of tonsils and adenoids)
f.131476.0.0	Source of report of J36 (peritonsillar abscess)
f.131478.0.0	Source of report of J37 (chronic laryngitis and laryngotracheitis)
f.131480.0.0	"Source of report of J38 (diseases of vocal cords and larynx, not elsewhere classified)"
f.131482.0.0	Source of report of J39 (other diseases of upper respiratory tract)
f.131484.0.0	"Source of report of J40 (bronchitis, not specified as acute or chronic)"
f.131486.0.0	Source of report of J41 (simple and mucopurulent chronic bronchitis)
f.131488.0.0	Source of report of J42 (unspecified chronic bronchitis)
f.131490.0.0	Source of report of J43 (emphysema)
f.131492.0.0	Source of report of J44 (other chronic obstructive pulmonary disease)
f.131494.0.0	Source of report of J45 (asthma)
f.131496.0.0	Source of report of J46 (status asthmaticus)
f.131498.0.0	Source of report of J47 (bronchiectasis)
f.131500.0.0	Source of report of J60 (coalworker's pneumoconiosis)
f.131502.0.0	Source of report of J61 (pneumoconiosis due to asbestos and other mineral fibres)
f.131504.0.0	Source of report of J62 (pneumoconiosis due to dust containing silica)
f.131506.0.0	Source of report of J63 (pneumoconiosis due to other inorganic dusts)
f.131508.0.0	Source of report of J64 (unspecified pneumoconiosis)
f.131512.0.0	Source of report of J66 (airway disease due to specific organic dust)
f.131514.0.0	Source of report of J67 (hypersensitivity pneumonitis due to organic dust)
f.131516.0.0	"Source of report of J68 (respiratory conditions due to inhalation of chemicals, gases, fumes and vapours)"
f.131518.0.0	Source of report of J69 (pneumonitis due to solids and liquids)
f.131520.0.0	Source of report of J70 (respiratory conditions due to other external agents)
f.131522.0.0	Source of report of J80 (adult respiratory distress syndrome)
f.131524.0.0	Source of report of J81 (pulmonary oedema)
f.131526.0.0	"Source of report of J82 (pulmonary eosinophilia, not elsewhere classified)"
f.131528.0.0	Source of report of J84 (other interstitial pulmonary diseases)
f.131530.0.0	Source of report of J85 (abscess of lung and mediastinum)
f.131532.0.0	Source of report of J86 (pyothorax)
f.131534.0.0	"Source of report of J90 (pleural effusion, not elsewhere classified)"
f.131536.0.0	Source of report of J91 (pleural effusion in conditions classified elsewhere)
f.131538.0.0	Source of report of J92 (pleural plaque)
f.131540.0.0	Source of report of J93 (pneumothorax)
f.131542.0.0	Source of report of J94 (other pleural conditions)
f.131544.0.0	"Source of report of J95 (postprocedural respiratory disorders, not elsewhere classified)"
f.131546.0.0	"Source of report of J96 (respiratory failure, not elsewhere classified)"
f.131548.0.0	Source of report of J98 (other respiratory disorders)
f.131550.0.0	Source of report of J99 (respiratory disorders in diseases classified elsewhere)
f.131552.0.0	Source of report of K00 (disorders of tooth development and eruption)
f.131554.0.0	Source of report of K01 (embedded and impacted teeth)
f.131556.0.0	Source of report of K02 (dental caries)
f.131558.0.0	Source of report of K03 (other diseases of hard tissues of teeth)
f.131560.0.0	Source of report of K04 (diseases of pulp and periapical tissues)
f.131562.0.0	Source of report of K05 (gingivitis and periodontal diseases)
f.131564.0.0	Source of report of K06 (other disorders of gingiva and edentulous alveolar ridge)
f.131566.0.0	Source of report of K07 (dentofacial anomalies [including malocclusion])
f.131568.0.0	Source of report of K08 (other disorders of teeth and supporting structures)
f.131570.0.0	"Source of report of K09 (cysts of oral region, not elsewhere classified)"
f.131572.0.0	Source of report of K10 (other diseases of jaws)
f.131574.0.0	Source of report of K11 (diseases of salivary glands)
f.131576.0.0	Source of report of K12 (stomatitis and related lesions)
f.131578.0.0	Source of report of K13 (other diseases of lip and oral mucosa)
f.131580.0.0	Source of report of K14 (diseases of tongue)
f.131582.0.0	Source of report of K20 (oesophagitis)
f.131584.0.0	Source of report of K21 (gastro-oesophageal reflux disease)
f.131586.0.0	Source of report of K22 (other diseases of oesophagus)
f.131588.0.0	Source of report of K23 (disorders of oesophagus in diseases classified elsewhere)
f.131590.0.0	Source of report of K25 (gastric ulcer)
f.131592.0.0	Source of report of K26 (duodenal ulcer)
f.131594.0.0	"Source of report of K27 (peptic ulcer, site unspecified)"
f.131596.0.0	Source of report of K28 (gastrojejunal ulcer)
f.131598.0.0	Source of report of K29 (gastritis and duodenitis)
f.131600.0.0	Source of report of K30 (dyspepsia)
f.131602.0.0	Source of report of K31 (other diseases of stomach and duodenum)
f.131604.0.0	Source of report of K35 (acute appendicitis)
f.131606.0.0	Source of report of K36 (other appendicitis)
f.131608.0.0	Source of report of K37 (unspecified appendicitis)
f.131610.0.0	Source of report of K38 (other diseases of appendix)
f.131612.0.0	Source of report of K40 (inguinal hernia)
f.131614.0.0	Source of report of K41 (femoral hernia)
f.131616.0.0	Source of report of K42 (umbilical hernia)
f.131618.0.0	Source of report of K43 (ventral hernia)
f.131620.0.0	Source of report of K44 (diaphragmatic hernia)
f.131622.0.0	Source of report of K45 (other abdominal hernia)
f.131624.0.0	Source of report of K46 (unspecified abdominal hernia)
f.131626.0.0	Source of report of K50 (crohn's disease [regional enteritis])
f.131628.0.0	Source of report of K51 (ulcerative colitis)
f.131630.0.0	Source of report of K52 (other non-infective gastro-enteritis and colitis)
f.131632.0.0	Source of report of K55 (vascular disorders of intestine)
f.131634.0.0	Source of report of K56 (paralytic ileus and intestinal obstruction without hernia)
f.131636.0.0	Source of report of K57 (diverticular disease of intestine)
f.131638.0.0	Source of report of K58 (irritable bowel syndrome)
f.131640.0.0	Source of report of K59 (other functional intestinal disorders)
f.131642.0.0	Source of report of K60 (fissure and fistula of anal and rectal regions)
f.131644.0.0	Source of report of K61 (abscess of anal and rectal regions)
f.131646.0.0	Source of report of K62 (other diseases of anus and rectum)
f.131648.0.0	Source of report of K63 (other diseases of intestine)
f.131650.0.0	Source of report of K64 (haemorrhoids and perianal venous thrombosis)
f.131652.0.0	Source of report of K65 (peritonitis)
f.131654.0.0	Source of report of K66 (other disorders of peritoneum)
f.131656.0.0	Source of report of K67 (disorders of peritoneum in infectious diseases classified elsewhere)
f.131658.0.0	Source of report of K70 (alcoholic liver disease)
f.131660.0.0	Source of report of K71 (toxic liver disease)
f.131662.0.0	"Source of report of K72 (hepatic failure, not elsewhere classified)"
f.131664.0.0	"Source of report of K73 (chronic hepatitis, not elsewhere classified)"
f.131666.0.0	Source of report of K74 (fibrosis and cirrhosis of liver)
f.131668.0.0	Source of report of K75 (other inflammatory liver diseases)
f.131670.0.0	Source of report of K76 (other diseases of liver)
f.131672.0.0	Source of report of K77 (liver disorders in diseases classified elsewhere)
f.131674.0.0	Source of report of K80 (cholelithiasis)
f.131676.0.0	Source of report of K81 (cholecystitis)
f.131678.0.0	Source of report of K82 (other diseases of gallbladder)
f.131680.0.0	Source of report of K83 (other diseases of biliary tract)
f.131682.0.0	Source of report of K85 (acute pancreatitis)
f.131684.0.0	Source of report of K86 (other diseases of pancreas)
f.131686.0.0	"Source of report of K87 (disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere)"
f.131688.0.0	Source of report of K90 (intestinal malabsorption)
f.131690.0.0	"Source of report of K91 (postprocedural disorders of digestive system, not elsewhere classified)"
f.131692.0.0	Source of report of K92 (other diseases of digestive system)
f.131694.0.0	Source of report of K93 (disorders of other digestive organs in diseases classified elsewhere)
f.131696.0.0	Source of report of L00 (staphylococcal scalded skin syndrome)
f.131698.0.0	Source of report of L01 (impetigo)
f.131700.0.0	"Source of report of L02 (cutaneous abscess, furuncle and carbuncle)"
f.131702.0.0	Source of report of L03 (cellulitis)
f.131704.0.0	Source of report of L04 (acute lymphadenitis)
f.131706.0.0	Source of report of L05 (pilonidal cyst)
f.131708.0.0	Source of report of L08 (other local infections of skin and subcutaneous tissue)
f.131710.0.0	Source of report of L10 (pemphigus)
f.131712.0.0	Source of report of L11 (other acantholytic disorders)
f.131714.0.0	Source of report of L12 (pemphigoid)
f.131716.0.0	Source of report of L13 (other bullous disorders)
f.131718.0.0	Source of report of L14 (bullous disorders in diseases classified elsewhere)
f.131720.0.0	Source of report of L20 (atopic dermatitis)
f.131722.0.0	Source of report of L21 (seborrhoeic dermatitis)
f.131724.0.0	Source of report of L22 (diaper [napkin] dermatitis)
f.131726.0.0	Source of report of L23 (allergic contact dermatitis)
f.131728.0.0	Source of report of L24 (irritant contact dermatitis)
f.131730.0.0	Source of report of L25 (unspecified contact dermatitis)
f.131732.0.0	Source of report of L26 (exfoliative dermatitis)
f.131734.0.0	Source of report of L27 (dermatitis due to substances taken internally)
f.131736.0.0	Source of report of L28 (lichen simplex chronicus and prurigo)
f.131738.0.0	Source of report of L29 (pruritus)
f.131740.0.0	Source of report of L30 (other dermatitis)
f.131742.0.0	Source of report of L40 (psoriasis)
f.131744.0.0	Source of report of L41 (parapsoriasis)
f.131746.0.0	Source of report of L42 (pityriasis rosea)
f.131748.0.0	Source of report of L43 (lichen planus)
f.131750.0.0	Source of report of L44 (other papulosquamous disorders)
f.131754.0.0	Source of report of L50 (urticaria)
f.131756.0.0	Source of report of L51 (erythema multiforme)
f.131758.0.0	Source of report of L52 (erythema nodosum)
f.131760.0.0	Source of report of L53 (other erythematous conditions)
f.131762.0.0	Source of report of L54 (erythema in diseases classified elsewhere)
f.131764.0.0	Source of report of L55 (sunburn)
f.131766.0.0	Source of report of L56 (other acute skin changes due to ultraviolet radiation)
f.131768.0.0	Source of report of L57 (skin changes due to chronic exposure to nonionising radiation)
f.131770.0.0	Source of report of L58 (radiodermatitis)
f.131772.0.0	Source of report of L59 (other disorders of skin and subcutaneous tissue related to radiation)
f.131774.0.0	Source of report of L60 (nail disorders)
f.131776.0.0	Source of report of L62 (nail disorders in diseases classified elsewhere)
f.131778.0.0	Source of report of L63 (alopecia areata)
f.131780.0.0	Source of report of L64 (androgenic alopecia)
f.131782.0.0	Source of report of L65 (other nonscarring hair loss)
f.131784.0.0	Source of report of L66 (cicatricial alopecia [scarring hair loss])
f.131786.0.0	Source of report of L67 (hair colour and hair shaft abnormalities)
f.131788.0.0	Source of report of L68 (hypertrichosis)
f.131790.0.0	Source of report of L70 (acne)
f.131792.0.0	Source of report of L71 (rosacea)
f.131794.0.0	Source of report of L72 (follicular cysts of skin and subcutaneous tissue)
f.131796.0.0	Source of report of L73 (other follicular disorders)
f.131798.0.0	Source of report of L74 (eccrine sweat disorders)
f.131800.0.0	Source of report of L75 (apocrine sweat disorders)
f.131802.0.0	Source of report of L80 (vitiligo)
f.131804.0.0	Source of report of L81 (other disorders of pigmentation)
f.131806.0.0	Source of report of L82 (seborrhoeic keratosis)
f.131808.0.0	Source of report of L83 (acanthosis nigricans)
f.131810.0.0	Source of report of L84 (corns and callosities)
f.131812.0.0	Source of report of L85 (other epidermal thickening)
f.131814.0.0	Source of report of L86 (keratoderma in diseases classified elsewhere)
f.131816.0.0	Source of report of L87 (transepidermal elimination disorders)
f.131818.0.0	Source of report of L88 (pyoderma gangrenosum)
f.131820.0.0	Source of report of L89 (decubitus ulcer)
f.131822.0.0	Source of report of L90 (atrophic disorders of skin)
f.131824.0.0	Source of report of L91 (hypertrophic disorders of skin)
f.131826.0.0	Source of report of L92 (granulomatous disorders of skin and subcutaneous tissue)
f.131828.0.0	Source of report of L93 (lupus erythematosus)
f.131830.0.0	Source of report of L94 (other localised connective tissue disorders)
f.131832.0.0	"Source of report of L95 (vasculitis limited to skin, not elsewhere classified)"
f.131834.0.0	"Source of report of L97 (ulcer of lower limb, not elsewhere classified)"
f.131836.0.0	"Source of report of L98 (other disorders of skin and subcutaneous tissue, not elsewhere classified)"
f.131838.0.0	Source of report of L99 (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)
f.131840.0.0	Source of report of M00 (pyogenic arthritis)
f.131842.0.0	Source of report of M01 (direct infections of joint in infectious and parasitic diseases classified elsewhere)
f.131844.0.0	Source of report of M02 (reactive arthropathies)
f.131846.0.0	Source of report of M03 (postinfective and reactive arthropathies in diseases classified elsewhere)
f.131848.0.0	Source of report of M05 (seropositive rheumatoid arthritis)
f.131850.0.0	Source of report of M06 (other rheumatoid arthritis)
f.131852.0.0	Source of report of M07 (psoriatic and enteropathic arthropathies)
f.131854.0.0	Source of report of M08 (juvenile arthritis)
f.131856.0.0	Source of report of M09 (juvenile arthritis in diseases classified elsewhere)
f.131858.0.0	Source of report of M10 (gout)
f.131860.0.0	Source of report of M11 (other crystal arthropathies)
f.131862.0.0	Source of report of M12 (other specific arthropathies)
f.131864.0.0	Source of report of M13 (other arthritis)
f.131866.0.0	Source of report of M14 (arthropathies in other diseases classified elsewhere)
f.131868.0.0	Source of report of M15 (polyarthrosis)
f.131870.0.0	Source of report of M16 (coxarthrosis [arthrosis of hip])
f.131872.0.0	Source of report of M17 (gonarthrosis [arthrosis of knee])
f.131874.0.0	Source of report of M18 (arthrosis of first carpometacarpal joint)
f.131876.0.0	Source of report of M19 (other arthrosis)
f.131878.0.0	Source of report of M20 (acquired deformities of fingers and toes)
f.131880.0.0	Source of report of M21 (other acquired deformities of limbs)
f.131882.0.0	Source of report of M22 (disorders of patella)
f.131884.0.0	Source of report of M23 (internal derangement of knee)
f.131886.0.0	Source of report of M24 (other specific joint derangements)
f.131888.0.0	"Source of report of M25 (other joint disorders, not elsewhere classified)"
f.131890.0.0	Source of report of M30 (polyarteritis nodosa and related conditions)
f.131892.0.0	Source of report of M31 (other necrotising vasculopathies)
f.131894.0.0	Source of report of M32 (systemic lupus erythematosus)
f.131896.0.0	Source of report of M33 (dermatopolymyositis)
f.131898.0.0	Source of report of M34 (systemic sclerosis)
f.131900.0.0	Source of report of M35 (other systemic involvement of connective tissue)
f.131902.0.0	Source of report of M36 (systemic disorders of connective tissue in diseases classified elsewhere)
f.131904.0.0	Source of report of M40 (kyphosis and lordosis)
f.131906.0.0	Source of report of M41 (scoliosis)
f.131908.0.0	Source of report of M42 (spinal osteochondrosis)
f.131910.0.0	Source of report of M43 (other deforming dorsopathies)
f.131912.0.0	Source of report of M45 (ankylosing spondylitis)
f.131914.0.0	Source of report of M46 (other inflammatory spondylopathies)
f.131916.0.0	Source of report of M47 (spondylosis)
f.131918.0.0	Source of report of M48 (other spondylopathies)
f.131920.0.0	Source of report of M49 (spondylopathies in diseases classified elsewhere)
f.131922.0.0	Source of report of M50 (cervical disk disorders)
f.131924.0.0	Source of report of M51 (other intervertebral disk disorders)
f.131926.0.0	"Source of report of M53 (other dorsopathies, not elsewhere classified)"
f.131928.0.0	Source of report of M54 (dorsalgia)
f.131930.0.0	Source of report of M60 (myositis)
f.131932.0.0	Source of report of M61 (calcification and ossification of muscle)
f.131934.0.0	Source of report of M62 (other disorders of muscle)
f.131936.0.0	Source of report of M63 (disorders of muscle in diseases classified elsewhere)
f.131938.0.0	Source of report of M65 (synovitis and tenosynovitis)
f.131940.0.0	Source of report of M66 (spontaneous rupture of synovium and tendon)
f.131942.0.0	Source of report of M67 (other disorders of synovium and tendon)
f.131944.0.0	Source of report of M68 (disorders of synovium and tendon in diseases classified elsewhere)
f.131946.0.0	"Source of report of M70 (soft tissue disorders related to use, overuse and pressure)"
f.131948.0.0	Source of report of M71 (other bursopathies)
f.131950.0.0	Source of report of M72 (fibroblastic disorders)
f.131952.0.0	Source of report of M73 (soft tissue disorders in diseases classified elsewhere)
f.131954.0.0	Source of report of M75 (shoulder lesions)
f.131956.0.0	"Source of report of M76 (enthesopathies of lower limb, excluding foot)"
f.131958.0.0	Source of report of M77 (other enthesopathies)
f.131960.0.0	"Source of report of M79 (other soft tissue disorders, not elsewhere classified)"
f.131962.0.0	Source of report of M80 (osteoporosis with pathological fracture)
f.131964.0.0	Source of report of M81 (osteoporosis without pathological fracture)
f.131966.0.0	Source of report of M82 (osteoporosis in diseases classified elsewhere)
f.131968.0.0	Source of report of M83 (adult osteomalacia)
f.131970.0.0	Source of report of M84 (disorders of continuity of bone)
f.131972.0.0	Source of report of M85 (other disorders of bone density and structure)
f.131974.0.0	Source of report of M86 (osteomyelitis)
f.131976.0.0	Source of report of M87 (osteonecrosis)
f.131978.0.0	Source of report of M88 (paget's disease of bone [osteitis deformans])
f.131980.0.0	Source of report of M89 (other disorders of bone)
f.131982.0.0	Source of report of M90 (osteopathies in diseases classified elsewhere)
f.131984.0.0	Source of report of M91 (juvenile osteochondrosis of hip and pelvis)
f.131986.0.0	Source of report of M92 (other juvenile osteochondrosis)
f.131988.0.0	Source of report of M93 (other osteochondropathies)
f.131990.0.0	Source of report of M94 (other disorders of cartilage)
f.131992.0.0	Source of report of M95 (other acquired deformities of musculoskeletal system and connective tissue)
f.131994.0.0	"Source of report of M96 (postprocedural musculoskeletal disorders, not elsewhere classified)"
f.131996.0.0	"Source of report of M99 (biomechanical lesions, not elsewhere classified)"
f.131998.0.0	Source of report of N00 (acute nephritic syndrome)
f.132000.0.0	Source of report of N01 (rapidly progressive nephritic syndrome)
f.132002.0.0	Source of report of N02 (recurrent and persistent haematuria)
f.132004.0.0	Source of report of N03 (chronic nephritic syndrome)
f.132006.0.0	Source of report of N04 (nephrotic syndrome)
f.132008.0.0	Source of report of N05 (unspecified nephritic syndrome)
f.132010.0.0	Source of report of N06 (isolated proteinuria with specified morphological lesion)
f.132012.0.0	"Source of report of N07 (hereditary nephropathy, not elsewhere classified)"
f.132014.0.0	Source of report of N08 (glomerular disorders in diseases classified elsewhere)
f.132016.0.0	Source of report of N10 (acute tubulo-interstitial nephritis)
f.132018.0.0	Source of report of N11 (chronic tubulo-interstitial nephritis)
f.132020.0.0	"Source of report of N12 (tubulo-interstitial nephritis, not specified as acute or chronic)"
f.132022.0.0	Source of report of N13 (obstructive and reflux uropathy)
f.132024.0.0	Source of report of N14 (drug- and heavy-metal-induced tubulo-interstitial and tubular conditions)
f.132026.0.0	Source of report of N15 (other renal tubulo-interstitial diseases)
f.132028.0.0	Source of report of N16 (renal tubulo-interstitial disorders in diseases classified elsewhere)
f.132030.0.0	Source of report of N17 (acute renal failure)
f.132032.0.0	Source of report of N18 (chronic renal failure)
f.132034.0.0	Source of report of N19 (unspecified renal failure)
f.132036.0.0	Source of report of N20 (calculus of kidney and ureter)
f.132038.0.0	Source of report of N21 (calculus of lower urinary tract)
